,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,reward,criticality_score
67,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,143.96169,150.10376344085952
68,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,117.74858,166.6921956644997
69,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,116.2385,150.50542104174627
70,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,200.693,172.81190352398258
71,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,188.81856,173.49030433661414
72,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,29.631441,20.013650801950313
73,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,182.44138,168.1038183964361
74,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,207.92744,169.87671878638662
75,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,198.96977,188.87953753514518
76,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,214.06454,162.19071567368124
77,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,84.43999,79.41456994778267
78,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,188.35292,170.737187131434
79,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,,NPPAutomationWrapper,15.021434,40.87613978494629
80,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,94.532715,188.25266515497262
81,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,20.177153,150.19168150156477
82,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,17.010002,48.64902150537642
83,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,109.96034,178.4391365256754
84,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,82.83423,187.99586670652025
85,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,18.771412,112.4075980685805
86,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,20.134275,158.0799097619052
87,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,86.25592,181.67179869318863
88,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,112.02975,150.55334497215867
89,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,77.56737,151.70351385799145
90,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,59.20294,106.96191032546965
91,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,58.225674,100.87801633332775
92,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,52.29145,129.28096471947777
93,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,43.764236,103.29417337707368
94,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,44.945694,105.29200274405746
95,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,46.611427,107.27161360341418
96,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,102.88452,173.96233851592865
97,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,33.08859,83.52297408975558
98,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,76.4456,128.4927608218882
99,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,56.138584,129.85165842483232
100,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,93.982864,185.6400601526259
101,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,152.72424,183.79655707521277
102,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,56.718575,137.01457532153555
103,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,98.1586,115.31441034416831
104,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,113.051544,177.83605207230792
105,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,148.59334,198.02819101163107
106,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,108.43143,178.72047825988906
107,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,140.76428,177.66212256271538
108,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,102.79141,113.66566835079875
109,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,102.76864,191.30295580517898
110,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_ObservationOption2Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption2Wrapper,,129.63428,189.42638731213842
